,word,phones,phonetic_leaf
10287,renounced,"['R', 'IH0', 'N', 'AW1', 'N', 'S', 'T']",d
10288,renouncing,"['R', 'IH0', 'N', 'AW1', 'N', 'S', 'IH0', 'NG']",a
10289,rent,"['R', 'EH1', 'N', 'T']",d
10290,rental,"['R', 'EH1', 'N', 'T', 'AH0', 'L']",a
10291,rentals,"['R', 'EH1', 'N', 'T', 'AH0', 'L', 'Z']",e
10292,rented,"['R', 'EH1', 'N', 'T', 'IH0', 'D']",d
10293,rented,"['R', 'EH1', 'N', 'T', 'AH0', 'D']",d
10294,renters,"['R', 'EH1', 'N', 'T', 'ER0', 'Z']",e
10295,reopened,"['R', 'IY0', 'OW1', 'P', 'AH0', 'N', 'D']",d
10296,reopening,"['R', 'IY0', 'OW1', 'P', 'AH0', 'N', 'IH0', 'NG']",a
10297,reorganization,"['R', 'IY2', 'AO0', 'R', 'G', 'AH0', 'N', 'AH0', 'Z', 'EY1', 'SH', 'AH0', 'N']",d
10298,reorganizing,"['R', 'IY0', 'AO1', 'R', 'G', 'AH0', 'N', 'AY2', 'Z', 'IH0', 'NG']",a
10299,repaid,"['R', 'IY0', 'P', 'EY1', 'D']",d
10300,repair,"['R', 'IH0', 'P', 'EH1', 'R']",a
10301,repaired,"['R', 'IH0', 'P', 'EH1', 'R', 'D']",d
10302,repealed,"['R', 'IY0', 'P', 'IY1', 'L', 'D']",d
10303,repeat,"['R', 'IY0', 'P', 'IY1', 'T']",d
10304,repeat,"['R', 'IH0', 'P', 'IY1', 'T']",d
10305,repeated,"['R', 'IH0', 'P', 'IY1', 'T', 'IH0', 'D']",d
10306,repeatedly,"['R', 'IH0', 'P', 'IY1', 'T', 'IH0', 'D', 'L', 'IY0']",a
10307,repeating,"['R', 'IH0', 'P', 'IY1', 'T', 'IH0', 'NG']",a
10308,repelled,"['R', 'IH0', 'P', 'EH1', 'L', 'D']",d
10309,repentance,"['R', 'IH0', 'P', 'EH1', 'N', 'T', 'AH0', 'N', 'S']",e
10310,repentant,"['R', 'IH0', 'P', 'EH1', 'N', 'T', 'AH0', 'N', 'T']",d
10311,repetition,"['R', 'EH2', 'P', 'AH0', 'T', 'IH1', 'SH', 'AH0', 'N']",d
10312,replace,"['R', 'IY2', 'P', 'L', 'EY1', 'S']",e
10313,replace,"['ER0', 'P', 'L', 'EY1', 'S']",e
10314,replaced,"['R', 'IY2', 'P', 'L', 'EY1', 'S', 'T']",d
10315,replica,"['R', 'EH1', 'P', 'L', 'IH0', 'K', 'AH0']",a
10316,replied,"['R', 'IH0', 'P', 'L', 'AY1', 'D']",d
10317,replied,"['R', 'IY0', 'P', 'L', 'AY1', 'D']",d
10318,replies,"['R', 'IH0', 'P', 'L', 'AY1', 'Z']",e
10319,reply,"['R', 'IH0', 'P', 'L', 'AY1']",a
10320,report,"['R', 'IH0', 'P', 'AO1', 'R', 'T']",d
10321,report,"['R', 'IY0', 'P', 'AO1', 'R', 'T']",d
10322,reported,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'AH0', 'D']",d
10323,reported,"['R', 'IY2', 'P', 'AO1', 'R', 'T', 'AH0', 'D']",d
10324,reporter,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'ER0']",a
10325,reporting,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'IH0', 'NG']",a
10326,reporting,"['R', 'IY0', 'P', 'AO1', 'R', 'T', 'IH0', 'NG']",a
10327,reports,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'S']",e
10328,reports,"['R', 'IY0', 'P', 'AO1', 'R', 'T', 'S']",e
10329,repository,"['R', 'IY0', 'P', 'AA1', 'Z', 'AH0', 'T', 'AO2', 'R', 'IY0']",a
10330,reprehended,"['R', 'EH2', 'P', 'R', 'IH0', 'HH', 'EH1', 'N', 'D', 'IH0', 'D']",d
10331,reprehensible,"['R', 'EH2', 'P', 'R', 'IH0', 'HH', 'EH1', 'N', 'S', 'AH0', 'B', 'AH0', 'L']",a
10332,reprehension,"['R', 'EH2', 'P', 'R', 'IH0', 'HH', 'EH1', 'N', 'SH', 'AH0', 'N']",d
10333,represent,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T']",d
10334,representation,"['R', 'EH2', 'P', 'R', 'AH0', 'Z', 'EH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N']",d
10335,representations,"['R', 'EH2', 'P', 'R', 'AH0', 'Z', 'AH0', 'N', 'T', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
10336,representative,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T', 'AH0', 'T', 'IH0', 'V']",d
10337,representatives,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'AH0', 'T', 'IH0', 'V', 'Z']",e
10338,representatives,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T', 'AH0', 'T', 'IH0', 'V', 'Z']",e
10339,represented,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T', 'IH0', 'D']",d
10340,representing,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T', 'IH0', 'NG']",a
10341,represents,"['R', 'EH2', 'P', 'R', 'IH0', 'Z', 'EH1', 'N', 'T', 'S']",e
10342,repressed,"['R', 'IY0', 'P', 'R', 'EH1', 'S', 'T']",d
10343,reprieve,"['R', 'IY0', 'P', 'R', 'IY1', 'V']",d
10344,reprieved,"['R', 'IY0', 'P', 'R', 'IY1', 'V', 'D']",d
10345,reproach,"['R', 'IY0', 'P', 'R', 'OW1', 'CH']",d
10346,reprobation,"['R', 'EH2', 'P', 'R', 'OW0', 'B', 'EY1', 'SH', 'AH0', 'N']",d
10347,reproduced,"['R', 'IY2', 'P', 'R', 'AH0', 'D', 'UW1', 'S', 'T']",d
10348,reproducing,"['R', 'IY2', 'P', 'R', 'AH0', 'D', 'UW1', 'S', 'IH0', 'NG']",a
10349,reproduction,"['R', 'IY2', 'P', 'R', 'AH0', 'D', 'AH1', 'K', 'SH', 'AH0', 'N']",d
10350,reproductions,"['R', 'IY2', 'P', 'R', 'AH0', 'D', 'AH1', 'K', 'SH', 'AH0', 'N', 'Z']",e
10351,reproductive,"['R', 'IY2', 'P', 'R', 'AH0', 'D', 'AH1', 'K', 'T', 'IH0', 'V']",d
10352,reproof,"['R', 'IY0', 'P', 'R', 'UW2', 'F']",d
10353,reproves,"['R', 'IY0', 'P', 'R', 'UW1', 'V', 'Z']",e
10354,reptile,"['R', 'EH1', 'P', 'T', 'AY0', 'L']",a
10355,reptilian,"['R', 'EH0', 'P', 'T', 'IH1', 'L', 'Y', 'AH0', 'N']",d
10356,republican,"['R', 'IH0', 'P', 'AH1', 'B', 'L', 'IH0', 'K', 'AH0', 'N']",d
10357,republics,"['R', 'IY0', 'P', 'AH1', 'B', 'L', 'IH0', 'K', 'S']",e
10358,repudiated,"['R', 'IY0', 'P', 'Y', 'UW1', 'D', 'IY0', 'EY2', 'T', 'AH0', 'D']",d
10359,repudiating,"['R', 'IY0', 'P', 'Y', 'UW1', 'D', 'IY0', 'EY2', 'T', 'IH0', 'NG']",a
10360,repudiation,"['R', 'IH0', 'P', 'Y', 'UW2', 'D', 'IY0', 'EY1', 'SH', 'AH0', 'N']",d
10361,repugnance,"['R', 'IY0', 'P', 'AH1', 'G', 'N', 'AH0', 'N', 'S']",e
10362,repulsive,"['R', 'IY0', 'P', 'AH1', 'L', 'S', 'IH0', 'V']",d
10363,reputation,"['R', 'EH2', 'P', 'Y', 'AH0', 'T', 'EY1', 'SH', 'AH0', 'N']",d
10364,repute,"['R', 'IY0', 'P', 'Y', 'UW1', 'T']",d
10365,reputed,"['R', 'IH0', 'P', 'Y', 'UW1', 'T', 'IH0', 'D']",d
10366,reputed,"['R', 'IY0', 'P', 'Y', 'UW1', 'T', 'IH0', 'D']",d
10367,request,"['R', 'IY0', 'K', 'W', 'EH1', 'S', 'T']",d
10368,request,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T']",d
10369,requested,"['R', 'IY0', 'K', 'W', 'EH1', 'S', 'T', 'AH0', 'D']",d
10370,requested,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T', 'IH0', 'D']",d
10371,requested,"['R', 'IY0', 'K', 'W', 'EH1', 'S', 'T', 'IH0', 'D']",d
10372,requesting,"['R', 'IY0', 'K', 'W', 'EH1', 'S', 'T', 'IH0', 'NG']",a
10373,requests,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T', 'S']",e
10374,requests,"['R', 'IY0', 'K', 'W', 'EH1', 'S', 'T', 'S']",e
10375,require,"['R', 'IH0', 'K', 'W', 'AY1', 'ER0']",a
10376,require,"['R', 'IY0', 'K', 'W', 'AY1', 'R']",a
10377,required,"['R', 'IY0', 'K', 'W', 'AY1', 'R', 'D']",d
10378,required,"['R', 'IY0', 'K', 'W', 'AY1', 'ER0', 'D']",d
10379,requirement,"['R', 'IH0', 'K', 'W', 'AY1', 'R', 'M', 'AH0', 'N', 'T']",d
10380,requirements,"['R', 'IH0', 'K', 'W', 'AY1', 'R', 'M', 'AH0', 'N', 'T', 'S']",e
10381,requires,"['R', 'IY0', 'K', 'W', 'AY1', 'R', 'Z']",e
10382,requires,"['R', 'IY0', 'K', 'W', 'AY1', 'ER0', 'Z']",e
10383,requiring,"['R', 'IY0', 'K', 'W', 'AY1', 'R', 'IH0', 'NG']",a
10384,requisition,"['R', 'EH2', 'K', 'W', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']",d
10385,rescue,"['R', 'EH1', 'S', 'K', 'Y', 'UW0']",a
10386,rescued,"['R', 'EH1', 'S', 'K', 'Y', 'UW0', 'D']",d
10387,research,"['R', 'IY1', 'S', 'ER0', 'CH']",d
10388,research,"['R', 'IY0', 'S', 'ER1', 'CH']",d
10389,researches,"['R', 'IY0', 'S', 'ER1', 'CH', 'IH0', 'Z']",e
10390,resemblance,"['R', 'IH0', 'Z', 'EH1', 'M', 'B', 'L', 'AH0', 'N', 'S']",e
10391,resemblance,"['R', 'IY0', 'Z', 'EH1', 'M', 'B', 'L', 'AH0', 'N', 'S']",e
10392,resemblances,"['R', 'IY0', 'Z', 'EH1', 'M', 'B', 'L', 'AH0', 'N', 'S', 'AH0', 'Z']",e
10393,resemble,"['R', 'IH0', 'Z', 'EH1', 'M', 'B', 'AH0', 'L']",a
10394,resembled,"['R', 'IH0', 'Z', 'EH1', 'M', 'B', 'AH0', 'L', 'D']",d
10395,resembled,"['R', 'IY0', 'Z', 'EH1', 'M', 'B', 'AH0', 'L', 'D']",d
10396,resembles,"['R', 'IH0', 'Z', 'EH1', 'M', 'B', 'AH0', 'L', 'Z']",e
10397,resembling,"['R', 'IY0', 'Z', 'EH1', 'M', 'B', 'L', 'IH0', 'NG']",a
10398,resented,"['R', 'IY0', 'Z', 'EH1', 'N', 'T', 'AH0', 'D']",d
10399,resentment,"['R', 'IH0', 'Z', 'EH1', 'N', 'T', 'M', 'AH0', 'N', 'T']",d
10400,reserve,"['R', 'IH0', 'Z', 'ER1', 'V']",d
10401,reserved,"['R', 'IH0', 'Z', 'ER1', 'V', 'D']",d
10402,reserves,"['R', 'IH0', 'Z', 'ER1', 'V', 'Z']",e
10403,reserving,"['R', 'IH0', 'Z', 'ER1', 'V', 'IH0', 'NG']",a
10404,reservoir,"['R', 'EH1', 'Z', 'ER0', 'V', 'W', 'AA2', 'R']",a
10405,reside,"['R', 'IH0', 'Z', 'AY1', 'D']",d
10406,resided,"['R', 'IH0', 'Z', 'AY1', 'D', 'IH0', 'D']",d
10407,residence,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'S']",e
10408,resident,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'T']",d
10409,residential,"['R', 'EH2', 'Z', 'IH0', 'D', 'EH1', 'N', 'CH', 'AH0', 'L']",a
10410,residents,"['R', 'EH1', 'Z', 'IH0', 'D', 'AH0', 'N', 'T', 'S']",e
10411,residing,"['R', 'IH0', 'Z', 'AY1', 'D', 'IH0', 'NG']",a
10412,resign,"['R', 'IH0', 'Z', 'AY1', 'N']",d
10413,resignation,"['R', 'EH2', 'Z', 'IH0', 'G', 'N', 'EY1', 'SH', 'AH0', 'N']",d
10414,resigned,"['R', 'IH0', 'Z', 'AY1', 'N', 'D']",d
10415,resist,"['R', 'IH0', 'Z', 'IH1', 'S', 'T']",d
10416,resist,"['R', 'IY0', 'Z', 'IH1', 'S', 'T']",d
10417,resistance,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'AH0', 'N', 'S']",e
10418,resistant,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'AH0', 'N', 'T']",d
10419,resisted,"['R', 'IY0', 'Z', 'IH1', 'S', 'T', 'AH0', 'D']",d
10420,resisted,"['R', 'IY0', 'Z', 'IH1', 'S', 'T', 'IH0', 'D']",d
10421,resisted,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'IH0', 'D']",d
10422,resisting,"['R', 'IH0', 'Z', 'IH1', 'S', 'T', 'IH0', 'NG']",a
10423,resolute,"['R', 'EH1', 'Z', 'AH0', 'L', 'UW2', 'T']",d
10424,resolution,"['R', 'EH2', 'Z', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']",d
10425,resolutions,"['R', 'EH2', 'Z', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N', 'Z']",e
10426,resolve,"['R', 'IY0', 'Z', 'AA1', 'L', 'V']",d
10427,resolved,"['R', 'IY0', 'Z', 'AA1', 'L', 'V', 'D']",d
10428,resort,"['R', 'IH0', 'Z', 'AO1', 'R', 'T']",d
10429,resorted,"['R', 'IH0', 'Z', 'AO1', 'R', 'T', 'IH0', 'D']",d
10430,resounded,"['R', 'IY0', 'S', 'AW1', 'N', 'D', 'IH0', 'D']",d
10431,resource,"['R', 'IY1', 'S', 'AO0', 'R', 'S']",e
10432,resourcefulness,"['R', 'IY0', 'S', 'AO1', 'R', 'S', 'F', 'AH0', 'L', 'N', 'AH0', 'S']",e
10433,resources,"['R', 'IY1', 'S', 'AO0', 'R', 'S', 'IH0', 'Z']",e
10434,respect,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T']",d
10435,respectability,"['R', 'IY0', 'S', 'P', 'EH2', 'K', 'T', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']",a
10436,respectable,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'AH0', 'B', 'AH0', 'L']",a
10437,respected,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'D']",d
10438,respecting,"['R', 'IY0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'NG']",a
10439,respective,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'V']",d
10440,respectively,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'V', 'L', 'IY0']",a
10441,respects,"['R', 'IY0', 'S', 'P', 'EH1', 'K', 'T', 'S']",e
10442,respects,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'S']",e
10443,respiration,"['R', 'EH2', 'S', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
10444,respiratory,"['R', 'EH1', 'S', 'P', 'ER0', 'AH0', 'T', 'AO2', 'R', 'IY0']",a
10445,respite,"['R', 'EH1', 'S', 'P', 'IH0', 'T']",d
10446,respited,"['R', 'EH1', 'S', 'P', 'IH0', 'T', 'IH0', 'D']",d
10447,respond,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D']",d
10448,responded,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'IH0', 'D']",d
10449,responded,"['R', 'IY0', 'S', 'P', 'AA1', 'N', 'D', 'IH0', 'D']",d
10450,responding,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'IH0', 'NG']",a
10451,response,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S']",e
10452,responses,"['R', 'IY0', 'S', 'P', 'AA1', 'N', 'S', 'AH0', 'Z']",e
10453,responsibilities,"['R', 'IY0', 'S', 'P', 'AA2', 'N', 'S', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']",e
10454,responsibility,"['R', 'IY0', 'S', 'P', 'AA2', 'N', 'S', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0']",a
10455,responsible,"['R', 'IY0', 'S', 'P', 'AA1', 'N', 'S', 'AH0', 'B', 'AH0', 'L']",a
10456,responsive,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S', 'IH0', 'V']",d
10457,responsiveness,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S', 'IH0', 'V', 'N', 'AH0', 'S']",e
10458,rest,"['R', 'EH1', 'S', 'T']",d
10459,rested,"['R', 'EH1', 'S', 'T', 'AH0', 'D']",d
10460,rested,"['R', 'EH1', 'S', 'T', 'IH0', 'D']",d
10461,resting,"['R', 'EH1', 'S', 'T', 'IH0', 'NG']",a
10462,restless,"['R', 'EH1', 'S', 'T', 'L', 'AH0', 'S']",e
10463,restoration,"['R', 'EH2', 'S', 'T', 'ER0', 'EY1', 'SH', 'AH0', 'N']",d
10464,restoratives,"['R', 'EH2', 'S', 'T', 'ER0', 'AH0', 'T', 'IH0', 'V', 'Z']",e
10465,restore,"['R', 'IH0', 'S', 'T', 'AO1', 'R']",a
10466,restored,"['R', 'IH0', 'S', 'T', 'AO1', 'R', 'D']",d
10467,restoring,"['R', 'IH0', 'S', 'T', 'AO1', 'R', 'IH0', 'NG']",a
10468,restrain,"['R', 'IY0', 'S', 'T', 'R', 'EY1', 'N']",d
10469,restrained,"['R', 'IY0', 'S', 'T', 'R', 'EY1', 'N', 'D']",d
10470,restraining,"['R', 'IY0', 'S', 'T', 'R', 'EY1', 'N', 'IH0', 'NG']",a
10471,restraint,"['R', 'IH0', 'S', 'T', 'R', 'EY1', 'N', 'T']",d
10472,restraints,"['R', 'IH0', 'S', 'T', 'R', 'EY1', 'N', 'T', 'S']",e
10473,restricted,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'T', 'IH0', 'D']",d
10474,restricting,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'T', 'IH0', 'NG']",a
10475,restriction,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'SH', 'AH0', 'N']",d
10476,restrictions,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'SH', 'AH0', 'N', 'Z']",e
10477,restrictive,"['R', 'IY0', 'S', 'T', 'R', 'IH1', 'K', 'T', 'IH0', 'V']",d
10478,rests,"['R', 'EH1', 'S', 'T', 'S']",e
10479,result,"['R', 'IH0', 'Z', 'AH1', 'L', 'T']",d
10480,result,"['R', 'IY0', 'Z', 'AH1', 'L', 'T']",d
10481,resulted,"['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'IH0', 'D']",d
10482,resulting,"['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'IH0', 'NG']",a
10483,results,"['R', 'IH0', 'Z', 'AH1', 'L', 'T', 'S']",e
10484,resume,"['R', 'IY0', 'Z', 'UW1', 'M']",d
10485,resume,"['R', 'EH1', 'Z', 'AH0', 'M', 'EY2']",a
10486,resumed,"['R', 'IH0', 'Z', 'UW1', 'M', 'D']",d
10487,resurrection,"['R', 'EH2', 'Z', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N']",d
10488,resurrectionist,"['R', 'EH2', 'Z', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'IH0', 'S', 'T']",d
10489,resurrectionists,"['R', 'EH2', 'Z', 'ER0', 'EH1', 'K', 'SH', 'AH0', 'N', 'IH0', 'S', 'T', 'S']",e
10490,retailed,"['R', 'IY1', 'T', 'EY2', 'L', 'D']",d
10491,retain,"['R', 'IH0', 'T', 'EY1', 'N']",d
10492,retain,"['R', 'IY0', 'T', 'EY1', 'N']",d
10493,retained,"['R', 'IH0', 'T', 'EY1', 'N', 'D']",d
10494,retained,"['R', 'IY0', 'T', 'EY1', 'N', 'D']",d
10495,retaining,"['R', 'IH0', 'T', 'EY1', 'N', 'IH0', 'NG']",a
10496,retaining,"['R', 'IY0', 'T', 'EY1', 'N', 'IH0', 'NG']",a
10497,retains,"['R', 'IY0', 'T', 'EY1', 'N', 'Z']",e
10498,retardation,"['R', 'IY0', 'T', 'AA0', 'R', 'D', 'EY1', 'SH', 'AH0', 'N']",d
10499,retarded,"['R', 'IY0', 'T', 'AA1', 'R', 'D', 'IH0', 'D']",d
10500,retching,"['R', 'EH1', 'CH', 'IH0', 'NG']",a
10501,retchings,"['R', 'EH1', 'CH', 'IH0', 'NG', 'Z']",e
10502,reticent,"['R', 'EH1', 'T', 'IH0', 'S', 'AH0', 'N', 'T']",d
10503,retire,"['R', 'IH0', 'T', 'AY1', 'R']",a
10504,retired,"['R', 'IY0', 'T', 'AY1', 'ER0', 'D']",d
10505,retired,"['R', 'IH0', 'T', 'AY1', 'R', 'D']",d
10506,retirement,"['R', 'IH0', 'T', 'AY1', 'ER0', 'M', 'AH0', 'N', 'T']",d
10507,retiring,"['R', 'IH0', 'T', 'AY1', 'R', 'IH0', 'NG']",a
10508,retorted,"['R', 'IY0', 'T', 'AO1', 'R', 'T', 'IH0', 'D']",d
10509,retouched,"['R', 'IY0', 'T', 'AH1', 'CH', 'T']",d
10510,retouching,"['R', 'IY0', 'T', 'AH1', 'CH', 'IH0', 'NG']",a
10511,retrace,"['R', 'IY0', 'T', 'R', 'EY1', 'S']",e
10512,retraced,"['R', 'IY0', 'T', 'R', 'EY1', 'S', 'T']",d
10513,retract,"['R', 'IY0', 'T', 'R', 'AE1', 'K', 'T']",d
10514,retracted,"['R', 'IY0', 'T', 'R', 'AE1', 'K', 'T', 'AH0', 'D']",d
10515,retraction,"['R', 'IY0', 'T', 'R', 'AE1', 'K', 'SH', 'AH0', 'N']",d
10516,retreating,"['R', 'IY0', 'T', 'R', 'IY1', 'T', 'IH0', 'NG']",a
10517,retrenched,"['R', 'IY0', 'T', 'R', 'EH1', 'N', 'CH', 'T']",d
10518,retribution,"['R', 'EH2', 'T', 'R', 'AH0', 'B', 'Y', 'UW1', 'SH', 'AH0', 'N']",d
10519,retrieval,"['R', 'IH0', 'T', 'R', 'IY1', 'V', 'AH0', 'L']",a
10520,retrieve,"['R', 'IH0', 'T', 'R', 'IY1', 'V']",d
10521,retrieved,"['R', 'IY0', 'T', 'R', 'IY1', 'V', 'D']",d
10522,retrograde,"['R', 'EH1', 'T', 'R', 'AH0', 'G', 'R', 'EY2', 'D']",d
10523,retrospect,"['R', 'EH1', 'T', 'R', 'AH0', 'S', 'P', 'EH2', 'K', 'T']",d
10524,return,"['R', 'IY0', 'T', 'ER1', 'N']",d
10525,return,"['R', 'IH0', 'T', 'ER1', 'N']",d
10526,returned,"['R', 'IY0', 'T', 'ER1', 'N', 'D']",d
10527,returned,"['R', 'IH0', 'T', 'ER1', 'N', 'D']",d
10528,returning,"['R', 'IH0', 'T', 'ER1', 'N', 'IH0', 'NG']",a
10529,returning,"['R', 'IY0', 'T', 'ER1', 'N', 'IH0', 'NG']",a
10530,returns,"['R', 'IH0', 'T', 'ER1', 'N', 'Z']",e
10531,returns,"['R', 'IY0', 'T', 'ER1', 'N', 'Z']",e
10532,reveal,"['R', 'IH0', 'V', 'IY1', 'L']",a
10533,revealed,"['R', 'IH0', 'V', 'IY1', 'L', 'D']",d
10534,revealing,"['R', 'IH0', 'V', 'IY1', 'L', 'IH0', 'NG']",a
10535,reveals,"['R', 'IH0', 'V', 'IY1', 'L', 'Z']",e
10536,revelations,"['R', 'EH2', 'V', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N', 'Z']",e
10537,reveling,"['R', 'EH1', 'V', 'AH0', 'L', 'IH0', 'NG']",a
10538,revelries,"['R', 'EH1', 'V', 'AH0', 'L', 'R', 'IY0', 'Z']",e
10539,revelry,"['R', 'EH1', 'V', 'AH0', 'L', 'R', 'IY0']",a
10540,revels,"['R', 'EH1', 'V', 'AH0', 'L', 'Z']",e
10541,revenge,"['R', 'IY0', 'V', 'EH1', 'N', 'JH']",d
10542,revengeful,"['R', 'IY0', 'V', 'EH1', 'N', 'JH', 'F', 'AH0', 'L']",a
10543,revenues,"['R', 'EH1', 'V', 'AH0', 'N', 'Y', 'UW2', 'Z']",e
10544,reverend,"['R', 'EH1', 'V', 'R', 'AH0', 'N', 'D']",d
10545,reverse,"['R', 'IH0', 'V', 'ER1', 'S']",e
10546,reversed,"['R', 'IH0', 'V', 'ER1', 'S', 'T']",d
10547,revert,"['R', 'IH0', 'V', 'ER1', 'T']",d
10548,review,"['R', 'IY2', 'V', 'Y', 'UW1']",a
10549,reviewed,"['R', 'IY0', 'V', 'Y', 'UW1', 'D']",d
10550,reviewing,"['R', 'IY0', 'V', 'Y', 'UW1', 'IH0', 'NG']",a
10551,reviews,"['R', 'IY0', 'V', 'Y', 'UW1', 'Z']",e
10552,reviews,"['R', 'AH0', 'V', 'Y', 'UW1', 'Z']",e
10553,revision,"['R', 'IY0', 'V', 'IH1', 'ZH', 'AH0', 'N']",d
10554,revival,"['R', 'IH0', 'V', 'AY1', 'V', 'AH0', 'L']",a
10555,revive,"['R', 'IY0', 'V', 'AY1', 'V']",d
10556,revive,"['R', 'IH0', 'V', 'AY1', 'V']",d
10557,revived,"['R', 'IH0', 'V', 'AY1', 'V', 'D']",d
10558,reviving,"['R', 'IH0', 'V', 'AY1', 'V', 'IH0', 'NG']",a
10559,revoked,"['R', 'IH0', 'V', 'OW1', 'K', 'T']",d
10560,revoking,"['R', 'IH0', 'V', 'OW1', 'K', 'IH0', 'NG']",a
10561,revolution,"['R', 'EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N']",d
10562,revolutionary,"['R', 'EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N', 'EH2', 'R', 'IY0']",a
10563,revolutionize,"['R', 'EH2', 'V', 'AH0', 'L', 'UW1', 'SH', 'AH0', 'N', 'AY2', 'Z']",e
10564,revolver,"['R', 'IH0', 'V', 'AA1', 'L', 'V', 'ER0']",a
10565,revolving,"['R', 'IY0', 'V', 'AA1', 'L', 'V', 'IH0', 'NG']",a
10566,reward,"['R', 'IH0', 'W', 'AO1', 'R', 'D']",d
10567,reward,"['R', 'IY0', 'W', 'AO1', 'R', 'D']",d
10568,rewarded,"['R', 'IY0', 'W', 'AO1', 'R', 'D', 'IH0', 'D']",d
10569,rewarded,"['R', 'IH0', 'W', 'AO1', 'R', 'D', 'IH0', 'D']",d
10570,reymond,"['R', 'EY1', 'M', 'AH0', 'N', 'D']",d
10571,reynolds,"['R', 'EH1', 'N', 'AH0', 'L', 'D', 'Z']",e
10572,rheumatism,"['R', 'UW1', 'M', 'AH0', 'T', 'IH2', 'Z', 'AH0', 'M']",d
10573,rhyme,"['R', 'AY1', 'M']",b
10574,rhymed,"['R', 'AY1', 'M', 'D']",d
10575,ribald,"['R', 'AY1', 'B', 'AA0', 'L', 'D']",d
10576,rican,"['R', 'IY1', 'K', 'AH0', 'N']",d
10577,ricans,"['R', 'IH1', 'K', 'AH0', 'N', 'Z']",e
10578,rice,"['R', 'AY1', 'S']",b
10579,rich,"['R', 'IH1', 'CH']",b
10580,richard,"['R', 'IH1', 'CH', 'ER0', 'D']",d
10581,riches,"['R', 'IH1', 'CH', 'IH0', 'Z']",e
10582,richly,"['R', 'IH1', 'CH', 'L', 'IY0']",a
10583,richmond,"['R', 'IH1', 'CH', 'M', 'AH0', 'N', 'D']",d
